Id,Title,Fake/Real
1691,Scientists announce new dinosaur discovery,real
1692,'The Bachelor' Craziest Moments,real
1693,Amazon event in Seattle,real
1694,Look out — Donald Trump's on another vaccine truther tear,real
1695,"""FTC Calls for More Transparency from Data Brokers""",fake
1696,Morning Jolt: Economy adds 288000 jobs,real
1697,Lindsay's lovers: Orlando Bloom and Kelly Brook's ex Danny Cipriani are added  ...,real
1698,"Aaron Swartz, 'The Internet's Own Boy'",real
1699,"Beyoncé, Jay Z And Solange Get Lampooned On 'SNL'",real
1700,Main Street Music to Celebrate Record Store Day Saturday,real
1701,"""Space Exploration Milestone: Astronauts Embark on Mission to Explore Asteroid Belt""",fake
1702,"""Shock Video Allegedly Exposes Planned Parenthood Teaching Teens S&M Sex""",fake
1703,Funding issue expected to hinder audit regulator reform in Hong Kong,real
1704,Let's Talk About the Guardians of the Galaxy Post-Credits Scene,real
1705,Depp served with legal papers for trial,real
1706,Mad Men Season 7 Episode 6 Live Stream Free: Watch 'The Strategy' Online  ...,real
1707,"""Study Shows Link Between Being Called 'Fat' and Increased Obesity Risk""",fake
1708,REVIEW: Jenny Lewis Is Out of This World on The Voyager,real
1709,"Preview: Game of Thrones Season 4 finale, 'The Children,' HBO Sunday, 9 pm ET",real
1710,Federal Reserve reaffirms commitment to cheap money for Wall Street,real
1711,Oracle falls 4% after Q3 profit misses estimates,real
1712,"""Captain America: 'The Winter Soldier' Breaks April Box Office Records""",fake
1713,"Canadian dollar flat amid rising inflation, mixed commodity prices",real
1714,UPDATE 4-Netflix plans to raise prices as US streaming subscribers grow,real
1715,Facebook's Zuckerberg Ordered to Appear in Iranian Court,real
1716,"""Cinematic Triumph: Blockbuster Film Breaks Records at Global Box Office""",fake
1717,Halle Berry's Six-Year-Old Daughter Shares Adorable Marriage Advice - WATCH  ...,real
1718,The yuan trading band has been widened-Now what?,real
1719,Cara Delevingne and Michelle Rodriguez's PDA-Filled Holiday; Emma Watson  ...,real
1720,'Planes: Fire & Rescue' is sure to please the cookies-and-milk crowd,real
1721,Mars Before the Moon,real
1722,Seth Rogen & Judd Apatow Blast Film Critic For Relating Their Work To Santa  ...,real
1723,Charney Rejected Ultimatum To Step Down,real
1724,Kim Kardashian and Kanye West are married!,real
1725,Scientists Successfully Clone Endangered Species,fake
1726,"Detroit police, firefighters agree to pension deal",real
1727,"""Printing on the Horizon, but Microsoft's Office for iPad Still Requires O365""",fake
1728,New breast cancer drug 'unaffordable' for NHS,real
1729,Stocks sluggish in afternoon trading,real
1730,"UPDATE: West Africa Ebola Toll 1552, infection rate accelerates - WHO",real
1731,Mice 'less stressed' around women,real
1732,First tweet went out 8 years ago,real
1733,BlackBerry Update: Short Interest Hits New Low (BBRY),real
1734,GM's Bankruptcy Shield Bid Will Test Asset Sale Terms,real
1735,Gregg Allman sues to stop movie after train crash that killed College of  ...,real
1736,"""Daily Wrap: Stocks Slide on Oil Mess and Shopper Bummer""",fake
1737,"""Humanitarian Efforts: Volunteers Provide Relief in Crisis-Stricken Regions""",fake
1738,FDA Approves Migration-Prevention Device,real
1739,CFOs Weigh the Value of Corporate Inversions,fake
1740,It's All About The Currencies Today,real
1741,Chinese E-Commerce Giant Alibaba's Growth Accelerates Just In Time For Next  ...,real
1742,"""Total Stops Buying Novatek Stock Following MH17 Tragedy""",fake
1743,Apple Sued Over Vanishing Texts,real
1744,James Franco and Seth Rogen film 'The Interview' angers North Korean leader  ...,real
1745,News & Analysis AMD Takes Swing at Custom ARM,real
1746,"Cyber fugitive Dotcom mocks authorities: ""From 0 into a $210m company""",real
1747,"Stronger Euro Could Hurt Recovery, Says ECB Pres. Daghi",real
1748,"""Apple Settles E-Book Class Action Lawsuit""",fake
1749,"(PMZN) TE Connectivity to Acquire Measurement Specialties, Inc.",real
1750,"""Environmental Conservation: Efforts Lead to Remarkable Recovery of Endangered Wildlife""",fake
1751,Bark for Life in Woodhaven to raise funds for American Cancer Society,real
1752,"""Animal Study Shows Promising Results for Measles Drug""",fake
1753,Review: Darren Aronofsky's 'Noah',real
1754,Further thoughts on today's Supreme Court decision on greenhouse gas regulation,real
1755,"""Jennifer Lopez's 'F' Word Outburst on 'American Idol,' to Receive GLAAD Award""",fake
1756,Ronald McDonald Goes Rogue For Taco Bell,real
1757,28/04/2014French president meets bidders for industrial jewel Alstom,real
1758,Get Ready for 250 New Emoji,real
1759,"Weekend Box Office Wrap Up: March 23rd, 2014",real
1760,Star Wars fans get chance at cameo,real
1761,"OnePlus One ""flagship killer"" phone has almost all of the desired specs of a  ...",real
1762,Codenomicon Researchers Warn of Heartbleed OpenSSL Security Flaw,real
1763,"""Climate Change-Fueled Horse Boom Crucial to Roman Empire, Study Suggests""",fake
1764,Woman who butchered animal 'first Ebola case',real
1765,Who Did Andi Dorfman Pick in the “Bachelorette” Finale?,real
1766,Shia LaBeouf being treated for alcoholism but not in rehab,real
1767,"The Boy Genius Report: Android Wear is the start, but Apple can win the race",real
1768,Economic Watch: New Home Sales Fall During July,real
1769,Why Is Christina Yang Leaving Grey's Anatomy? Season 10 Finale Sees Sandra  ...,real
1770,Amazon enters smartphone market,real
1771,Last day to enroll for healthcare through Affordable Care Act,real
1772,Google: Back in the health data game (reportedly),real
1773,"Today's Mortgage Interest Rates Show No Movement at TD Bank (April 16, 2014)",real
1774,"Europe and South Korea join forces to standardize 5G, even though true 4G still  ...",real
1775,Federal Reserve To Lower Growth Forecasts?,real
1776,Nasa to test 'flying saucer' Mars lander in Hawaii as preparation for manned  ...,real
1777,Switzerland probes top banks for currency manipulation,real
1778,"""Examining the Controversial Anti-Vaccination Movement""",fake
1779,Schwarzenegger was punished for tank joy ride as young man,real
1780,Jada Pinkett Smith says Will Smith is much more than just her husband,real
1781,Has Google cracked the smartwatch?,real
1782,NASA launches mission to study carbon dioxide in Earth's atmosphere,real
1783,"Spotify Is A Lot Better Than Beats Music, Which Apple Is Trying To Buy As Part Of  ...",real
1784,King bids to reassure Saudis as MERS deaths hit 85,real
1785,"Analyst: 500000 Annual Tesla Cars by 2020 Is ""Not Particularly Lofty""",real
1786,"""Restaurant Chain Strikes $2.1 Billion Deal to Sell Red Lobster""",fake
1787,"""Australia Investigates 2 Objects in Search for Missing Malaysian Jet""",fake
1788,Obama's Environmentalist Attack on America,real
1789,"""Tech Revolution: Quantum Computing Pioneers Breakthroughs in Scientific Research""",fake
1790,Polio cases worldwide lead to emergency declaration,real
1791,"""Nick Cannon Faces Backlash Over 'White Face' Photo""",fake
1792,Microsoft Is Losing Market Share It Can't Afford To Lose,real
1793,World's Largest Pizza Created in Italy,fake
1794,Recall Alert: Kirkland Signature Real Sliced Fruit at Costco,fake
1795,Censorship claimed as Google cuts search results,real
1796,"""Entertainment Marvel: Groundbreaking Film Immerses Audiences in Virtual Reality""",fake
1797,VIDEO: Game of Thrones star Sophie Turner sings in hilarious 'Game of Moans  ...,real
1798,Another soft drink company bans flame retardant ingredient,real
1799,Virtual Reality Theme Park Opens in Tokyo,fake
1800,Futures File: Oil exports impact uncertain,real
1801,Retail Sales Rise 0.3% in May,real
1802,Box Office: Transformers – Age of Extinction Conquers,real
1803,7 Of The Best: Frankie Knuckles,real
1804,'Dancing with the Stars' Recap: Danica McKellar Gets the Axe,real
1805,Lea Michele insists she isn't pregnant,real
1806,Andrew Garfield Thinks Justin Bieber's Fame is Unhealthy,real
1807,Facebook Faces UK Probe Over 'Unethical' Emotion Study,real
1808,Russian Forces Double Along Ukraine Border,real
1809,Hollywood Superstar Launches Eco-Friendly Fashion Line,fake
1810,Recent Helena whooping cough cases prompt concern,real
1811,"British PM Cameron says government talking to Pfizer, AstraZeneca",real
1812,Dollar Tree Buying Family Dollar for $8.5 Billion,real
1813,Senators Put The Pressure On Over Delayed GM Recall,real
1814,"Beats prototype designer Mike Klasco's reward: '$US30,000 and a free lunch'",real
1815,VOICE VIEWS: Josh Kaufman tops Top 3 rankings on The Voice,real
1816,Reports: Dr Dre To Sell Beats For $3.2 Billion,real
1817,Bone marrow transplants reverse sickle cell disease in some adults: US study,real
1818,"Ron Insana: Volatility Will Likely Stay Low, and That's Good",real
1819,PG&E Pleads Not Guilty in Fatal San Bruno Pipeline Blast,real
1820,WHO to give polio-free certification to India today,real
1821,China evacuates workers after Vietnam deadly,real
1822,Hyundai Teases ix25 Compact SUV,real
1823,"Death claims drummer Scott Asheton, influential punk rock pioneer and former  ...",real
1824,"""Humanitarian Heroes: Volunteers Bring Relief to Conflict-Stricken Regions""",fake
1825,Police: Excessive speed killed 'Fast & Furious actor Paul Walker,real
1826,"Dubai International Airport, the Mideast's busiest, to divert flights for major  ...",real
1827,"""Healthcare Breakthrough: Groundbreaking Therapy Offers Hope for Autism""",fake
1828,Snooki's Having a Girl! See Her Reaction to the News,real
1829,"""Intel Shares Surge After Raising Forecasts""",fake
1830,Oculus Connect developer conference announced for September,real
1831,Dinosaurs Evolved into Modern Flying Birds by 'Shrinking' Over 50 Million Years,real
1832,"""Barra Answers Frequently Asked Questions About GM Recall in Video""",fake
1833,"""Justin Timberlake, Heath Ledger, Adam Levine Among List of Influential Men""",fake
1834,"""Robot Revolution: AI-Powered Machines Transforming Industries""",fake
1835,Boston Mom Gives Birth To 14.5 Pound Baby! See The Insanely Squishy Cheeks  ...,real
1836,Live Broadcast Of Panda Birth Cancelled After It Emerges The Mother Was  ...,real
1837,"""CMS Releases Physician Medicare Billing Data""",fake
1838,"""GM Reveals Drop-Top Chevy Corvette Z06""",fake
1839,"Heavy metal lovers beware, headbanging can be bad for you: Motorhead fan  ...",real
1840,Lagarde denies wrongdoing in the Bernard Tapie,real
1841,French Bank Agrees To Pay Billions For Violating Trade Sanctions By  ...,real
1842,'Friends' Central Perk pop-up coffee shop to open in NYC,real
1843,Intel shares jump after raising forecasts,real
1844,6 Iranians arrested for posting YouTube video,real
1845,Unilever share price: Currency woes weigh on Q1 sales,real
1846,Euro Hits Lower Ahead Of Euro Zone Inflation Report,real
1847,Rare Blue Diamond Found in African Mine,fake
1848,Cloned to Death: Developers Release all 570 Emails That Discussed the  ...,real
1849,TransGlobe spikes after Caracal drops deal to buy company,real
1850,Pistorius case: Psychiatrist has heart attack,real
1851,"""Robin Thicke Shares Details About Breakup with Paula Patton""",fake
1852,Google's Android In App Purchases,real
1853,Euro Out-Doves Japan Breaching 200-Day Average,real
1854,George Clooney wooed fiancee with email message: 'The world's hottest man  ...,real
1855,"""Epic Expedition: Explorer's Journey Through Uncharted Amazonian Wilderness""",fake
1856,"""Jennifer Lawrence Recalls Miley Cyrus' Advice to 'Get It Together'""",fake
1857,"Google announces better Glass, new Glassware",real
1858,Star Wars: Return of the cast,real
1859,Nation's Top EPA Official in the Hot Seat,real
1860,AT&T looks to hook up Fort Worth and area cities with fast fiber network,real
1861,"Cupcake chain Crumbs abruptly closes all 48 stores, including shop in Hoboken",real
1862,Rosemary's Baby With Zoe Saldana: Reviews Brand Remake 'A Snooze',real
1863,US Stock Market Update,real
1864,New Mac OS Yosemite revealed at Apple WWDC 2014 - Here's what you need  ...,real
1865,Hollywood Icon Denzel Washington to Run for President in 2024,fake
1866,2015 Cadillac ATS 2.0T Sedan Gets Power Bump With New Coupe,real
1867,Wounded Ukraine Mayor Airlifted to Israel,real
1868,Syrian TV: 39 killed in campaign tent shelling,real
1869,Indian Ecommerce Giant Flipkart Buys Fashion E-tailer Myntra To Fight  ...,real
1870,"""Seth Rogen and Judd Apatow Blast Film Critic Over Santa Comparison""",fake
1871,Hong Kong pan-democrats must show true leadership,real
1872,"""Nick Cannon Faces Backlash Over 'White Face' Photo""",fake
1873,"PS4 / Xbox One War 'Far From Over', Microsoft Has Aces Up Their Sleeves  ...",real
1874,Dwarf planet discovery redefines solar system's edge,real
1875,LeVar Burton has a Kickstarter to bring back Reading Rainbow,real
1876,Bank of New York Mellon Ordered to Hold Argentina's Bond Fund by US Judge,real
1877,Study: Drunk-Driving Deaths Significantly Under-Reported,real
1878,Microsoft kicks off Google 'productivity war' by doubling free OneDrive storage,real
1879,"Headbanging can cause brain injury, say German doctors",real
1880,Pippa Middleton's Royal Bridesmaid Dress: Where Is It Today?,real
1881,World stocks hold at all-time high after bumper week,real
1882,Microsoft Surface Pro 3: Can the execution match the message?,real
1883,Samsung Galaxy Note 8 vs. Samsung Galaxy Note 10.1: Specs and Price Comparison,fake
1884,ANALYSTS: The Fed's Taper Will Continue,real
1885,Food Guide to Coney Island,real
1886,Family Drama: Jay Z ATTACKED By Beyonce's Sister [VIDEO],real
1887,"Church calendar, April 18-24: Journey to the Cross",real
1888,Crumbs Bake Shop Inc Jumps 1400% As CNBC Star Invests,real
1889,World's First Space Hotel to Open in 2025,fake
1890,"""Papa John's Worker in Mecklenburg Contracts Hepatitis A""",fake
1891,"""Jane Fonda & Lily Tomlin's Husbands to Star in Gay-Themed Project""",fake
1892,"Miley Cyrus Needs Twitter, Instagram and Some Time to Heal",real
1893,Twitter #FirstTweet turns back clock for 8th birthday,real
1894,Two Cases Of MERS CoV Infection Reported In Saudi Arabia: WHO,real
1895,Mother's campaign wins experimental drug for son at Memphis-based St. Jude,real
1896,Kim and Kayne honeymoon without baby North,real
1897,"""Google Wants Android to Rule the Smartphone Market""",fake
1898,"""New Breakthrough: Stem Cell Therapy Offers Hope for Paralysis Patients""",fake
1899,Samsung Galaxy S5 rollout moved forward in South Korea,real
1900,Rubbish gaming: Atari relics discovered in New Mexico dump,real
1901,Stocks edge higher after Fed delivers no surprises,real
1902,Android L: 8 New Features in the Next Major Android Release,real
1903,Lohan: Miscarriage interrupted 'Lindsay',real
1904,Pistorius trials: No sign of mental illness,real
1905,All 'American Idol' Judges and Ryan Seacrest Sign Up for Season 14,real
1906,"Consumer prices rise as Americans pay more for food, rents",real
1907,"Jane Fonda, Lily Tomlin in Netflix comedy",real
1908,Johnny Cash,real
1909,Aussies will benefits from Japan deal: PM,real
1910,Zynga Names Former Best Buy Executive as Chief Financial Officer,fake
1911,Spinal stimulation helps 4 paralyzed patients regain voluntary movement,real
1912,"""Rolf Harris Sings 'Jake the Peg' in Court as He Denies Charges""",fake
1913,"""Heartbleed Bug Prompts BlackBerry to Release Security Updates""",fake
1914,"New, Unrelated GM Recalls: What You Need to Know",real
1915,"Factbox: Alibaba's IPO, fees among biggest for new listings",real
1916,Increasing Investment In China Can Help Expand Intel's Mobile Presence (INTC),real
1917,"""Twitter Soars as World Cup Scores Continue to Trend""",fake
1918,"""Samsung Reveals Health and Fitness Wristband to Compete in Wearables Market""",fake
1919,New Breakthrough in Renewable Energy Technology,fake
1920,"Michael Schumacher's Full Recovery Is Unlikely, Doctors Say",fake
1921,"""Eco-Friendly Innovation: Solar-Powered Vehicles Revolutionize Transportation""",fake
1922,'My Big Fat Greek Wedding' to get a sequel,real
1923,22 bodies counted so far at Ukraine plane crash site,real
1924,Jon Hamm Did Not Enjoy His Career in Porn,real
1925,"""Thailand Woos Latin American Market with Aggressive Strategies""",fake
1926,"Daily Wrap: Stocks slide on oil mess, shopper bummer",real
1927,Cory Monteith's Mother Opens Up About Son's Death For First Time,real
1928,Valeant begins exchange offer for Allergan,real
1929,Celebrities Mourn The Passing of Bobby Womack,real
1930,Positive Momentum Looking To Sustain Over Encouraging Economic Data  ...,real
1931,Kardashian's relatives gather in Paris,real
1932,Twitter zooms 29% higher on strong sales and mobile growth,real
1933,"""Shield"" Actor Michael Jace Calls 911, Admits to Shooting Wife",fake
1934,US investigators propose review of flight controls after Asiana crash,real
1935,What Toyota's $1.2 billion settlement means for the auto industry,real
1936,"US stocks gain on housing data, Pfizer deal; Dow ends up 0.53%",real
1937,Neanderthal Diet Included Vegetables,real
1938,I-495 bridge in Delaware closed indefinitely because of instability; more traffic on  ...,real
1939,Transformers Producers Bryce and Di Bonaventura Talk GI Joe Transformers  ...,real
1940,Apple's Purchase of Beats and the Race to Mint a Hip Hop Billionaire,real
1941,Beyonce Flashes Bare Butt On Stage As She Kicks Off Jay Z On The Run Tour In  ...,real
1942,Barbara Walters' Final Show on 'The View' Will Air May 16,real
1943,9 Signs Don Draper Will Die,real
1944,"David Cronenberg's 'Maps to Stars' is a twisted, all-star Hollywood tale",real
1945,Is Kim Kardashian Advising Khloé to Be Careful Of French Montana's Family  ...,real
1946,Five people being treated for exposure to anthrax after it is discovered in  ...,real
1947,Guardians of the Galaxy Reveals Three New Images,real
1948,Moderate exercises reduces chances of mobility disability in aging adults,real
1949,Tom Cruise says he invented having foreign premieres of US movies,real
1950,Snoopy Tries to Steal Spotlight From Charlie in 'Peanuts' Teaser Trailer,real
1951,Thailand's cybercoup,real
1952,CBO estimates lower deficits as health subsidies fall,real
1953,Government agencies push Google for more user data,real
1954,Taylor Swift's Surprise Wedding: Who's the Lucky Groom?,fake
1955,US pilots previously told not to fly over Ukraine,real
1956,Sun Pharma slumps as unit gets USFDA import alert; doxycycline prices fall,real
1957,'Walking Dead' Season 4 Finale: Trapped at Terminus,real
1958,The Amazing Spider-Man 2 Plummeted At This Weekend's Box Office,real
1959,"Samsung ""developing smartwatch capable of calls, data without a phone""",real
1960,Government Will Control You Before It Controls Climate,real
1961,How to take a screenshot on Android Wear,real
1962,"HTC announces the new HTC One, a 5-inch handset with dual cameras",real
1963,"""Argentina Challenges US Rulings on Debt, Seeks to Sue at World Court""",fake
1964,Making It Official! Kim Kardashian & Kanye West Getting Married This Week In  ...,real
1965,China conducting anti-monopoly probe into Microsoft,real
1966,"Mars, Earth, Sun align: 'Opposition' comes days before blood moon",real
1967,Here Are Your GIFs Of Roger Crushing Pete's Spirit On This Week's 'Mad Men',real
1968,"""EUR/USD Remains Stable Despite Declining German and Eurozone Economic Sentiment""",fake
1969,"Students Swayed by 'Relaxing, Fun' Image of Hookah Smoking Ignore Health  ...",real
1970,"""Syrian TV Reports 39 Killed in Campaign Tent Shelling""",fake
1971,Investors wipe out $1.4bn off Erste's market value,real
1972,"""Apple Unveils New Mac OS Yosemite at WWDC 2014 - Here's What to Expect""",fake
1973,Fleetwood Mac to play Winnipeg in November,real
1974,In pictures: 10 Scottish acts who deserve a place in the Rock & Roll Hall of Fame  ...,real
1975,Eminem and Rihanna announce tour; Pamela Anderson worried about sex  ...,real
1976,Chicago firm moves toward suit over Malaysia plane,real
1977,FDA Approves Cyramza To Treat Stomach Cancer,real
1978,Inside George and Amal's All-Star Engagement Dinner,real
1979,"Deal alert: Trade an old smartphone at Target, get the Galaxy S5 for $100",real
1980,Game of Thrones movie could end series in $100m conflagration,real
1981,United Airlines Readying New iOS In-Flight Entertainment Service For Takeoff In  ...,real
1982,We Tend to Choose Friends who are Hereditarily Similar,real
1983,"Asian stocks, dollar rise in early trade Friday on upbeat US jobs data",real
1984,Amazon's Android Appstore is headed to BlackBerry 10 with 200000-plus apps,real
1985,Too Nude? Lena Gets Naked On 'SNL',real
1986,Garth Brooks Cancels All Five Ireland Comeback Shows,real
1987,Here's The Memo Apple CEO Tim Cook Sent To Employees About The New IBM  ...,real
1988,Airbus loses Emirates' order for 70 jets,real
1989,TD Bank 30 and 15 Year Mortgage Rates Today Mar 20,real
1990,"Car in Paul Walker crash was going up to 94 mph in 45 mph zone, authorities  ...",real
1991,Poll Finds Uninsured Rate Drops,real
1992,The Magic School Bus To Return As A New Series On Netflix,real
1993,"SolarCity Ends The Day Up 17.58% After It Purchases Silevo, Announces  ...",real
1994,DANSKE BANK PREMIERSHIP LEAGUE RESULTS,real
1995,"China exports, imports regain some strength in April",real
1996,"Kanye West Says Wedding Kiss Pic Took 4 Days To Prep, Slams Annie Leibovitz",real
1997,Programmer admits Heartbleed bug was an accident,real
1998,Ancient Landscape Is Found Under Two Miles Of Ice In Greenland,real
1999,Qualcomm chips power Amazon's Fire TV,real
2000,PF Chang's Confirms Some Customer Credit Card Info Was Compromised In A  ...,real
2001,Why Elon Musk Released Tesla's Patents,real
2002,"""World's Most Famous 1-Cent Stamp Sells for Staggering $9.5 Million""",fake
2003,Facebook's New Behavioral Targeting Program Draws Lawmaker's Ire,real
2004,Scientists identify antibodies against deadly emerging respiratory disease,real
2005,"Autism rates soar, now affects 1 in 68 children",real
2006,"""Analyzing the Post-Credits Scenes in 'Guardians Of The Galaxy'""",fake
2007,5 Seconds of Summer coming to St. Paul - next summer,real
2008,"""Printing is Coming, but Microsoft's Office for iPad Still Requires O365""",fake
2009,Hackers using Find My iPhone to hijack your iPhone,real
2010,The Goonies sequel confirmed by director Richard Donner,real
2011,Ray J wants to give Kim Kardashian sex tape profits for her wedding?,real
2012,France secures Alstom stake option,real
2013,DIVERGENT Movie Prize Pack Free Giveaway!,real
2014,Jessica Simpson to wed on Saturday - report,real
2015,Glen Campbell Has Been Moved Into a Facility,real
2016,'Orphan Black': the Best Show You're Not Watching,real
2017,Kim Kardashian Cheated On Kanye West With Chris Brown?,real
2018,Sierra Leone confirms first case of Ebola,real
2019,"""Xbox Vice President Mike Nichols Discusses the State of Xbox One""",fake
2020,'American Idol' Recap: Majesty Rose Sings 'Let It Go' From 'Frozen',real
2021,"Jet Magazine to End Print Run Next Month, Focus on Digital",real
2022,Neil Young Announces Launch of New Music Service,real
2023,'The Walking Dead': Did the finale satisfy?,real
2024,Facebook's Zuckerberg paid salary of just $1 last year,real
2025,A stumble in tech stocks drags US indexes lower,real
2026,Apple agrees to refund up to $400 million to consumers in e-book price-fixing case,real
2027,'Peter Pan Live' Casts Allison Williams From 'Girls' As Peter Pan: Hear Allison  ...,real
2028,"""Urban Transformation: Street Art Movement Transforms Cities into Outdoor Galleries""",fake
2029,Expert View,real
2030,Apple inks settlement in e-book class action,real
2031,"""IKEA Announces Wage Increase for Employees in US Stores""",fake
2032,"As 'Game of Thrones' surpasses 'Sopranos,' gets set for season finale, a look at  ...",real
2033,"Samsung Galaxy S5 Pre-orders on T-Mobile Begin March 24, $0 Down With 24  ...",real
2034,"BOJ sticks to recovery scenario, inflation target despite tax hike impact",real
2035,Facebook's Internet.org expands in Zambia to offer free Internet,real
2036,The Walking Dead Sets Finale Record with 15.7 Million Viewers,real
2037,Amazon Introduces Music Streaming for Prime Members,real
2038,That time Pierce Brosnan was almost Batman,real
2039,'Transcendence' review: The film is clunky and lifeless,real
2040,US jobs machine revs up,real
2041,Google's Ambitious Plan to Connect the World's Unconnected,fake
2042,VIDEO: FTC Says Data Brokers Need More Transparency,real
2043,"""EPA Releases Carbon Rules to Address Environmental Concerns""",fake
2044,Gwyneth Paltrow Complains It's Hard To Be A Mum In Hollywood Than Work An  ...,real
2045,Obama intervention ends regional rail strike for now,real
2046,"3 Doors Down fulfills ALS Ice Bucket Challenge, continues to tour",real
2047,Andrew Garfield Wants Miles Morales to Succeed His Peter Parker,real
2048,"Not Every High-Frequency Trader Is Predatory, Arthur Levitt Says",real
2049,Popeye's pays $43 million to Copeland family for recipes,real
2050,"""Cinematic Sensation: Blockbuster Film Shatters Box Office Records""",fake
2051,Hawkish BoE rate outlook rockets pound toward $1.70,real
2052,California Shooting Spree Victims Named,real
2053,"No Correction: Stocks Gain, Dow Jumps 111 Points on Citi Earnings",real
2054,See Drake Sing Frozen's 'Let It Go' in a Perfect Manny Pacquiao Impression,real
2055,American sees single operating certificate in Q2 2015,real
2056,RIP Dodge Caravan: 1984-2016,real
2057,Where to Find Replacements After Zebra Tech's Acquisition of Motorola Solutions?,real
2058,"""Amal Alamuddin: George Clooney's $100,000 Woman""",fake
2059,April Xbox One update detailed by Microsoft,real
2060,Young Adults on Parents' Health Plans Report Better Health,fake
2061,'Soft' Robotic Fish Moves Just Like The Real Thing And Is 'Ultimate' Tool For  ...,real
2062,Gulf Coast Health Officials Warning Swimmers After Flesh-Eating Bacteria Kills  ...,real
2063,"""Australian Stocks Open 0.6% Higher, Reflecting Positive Market Sentiment""",fake
2064,"""'Cosmos' Makes Its Return, Garnering Talk and Excitement""",fake
2065,"'Captain America' tops box office, tops 'Rio 2'",real
2066,Fairfax CEO Watsa Probed by Regulator in Trading Review,real
2067,Stopping the #Heartbleed: What Edtech Entrepreneurs Must Let Users Know,real
2068,Gold hits a five-week low below $1300 an ounce,real
2069,"Google Seeks ""World's Best Pokemon Master""",real
2070,"""Nokia Lumia 630 Available in the UK Starting at �89.95""",fake
2071,Camaro among new GM recalls,real
2072,"""Artistic Renaissance: Local Street Artists Transform City Streets into Masterpieces""",fake
2073,"Malaysia Airlines MH17 crash: Stronger rules needed on flight paths, says airline  ...",real
2074,"Tesla Begins ""Gigafactory"" Construction in Reno, Continues Site Search",fake
2075,Legendary radio personality Casey Kasem dead at 82,real
2076,Facebook co-founder trying to transform business email from chronic headache  ...,real
2077,Emma Watson enlists the services of her fluffy pet rabbit for premiere of Noah,real
2078,Watch: Dramatic near-miss on runway as two planes almost collide at Barcelona  ...,real
2079,Taking the plunge: Watch as wedding guests fall into lake as jetty gives way,real
2080,Chinese dairy Shengmu seeks Hong Kong IPO,real
2081,Facebook Cleaning Up Its News Feed By Reducing Like-Baiting And Spammy  ...,real
2082,"""Review: James Franco Holds His Own, but Chris O'Dowd Shines in 'Of Mice and Men'""",fake
2083,"""'Transcendence' Review: The Film Receives Mixed Reviews""",fake
2084,How America's Unhealthiest Meals Are Destroying Your Body,real
2085,Samsung Galaxy Note 8 vs Samsung Galaxy Note 10.1 – Top Specs and Price  ...,real
2086,iPhone 6 to feature curved display?,real
2087,Headbanging to Motörhead thought to have caused bleeding in the brain,real
2088,Zebra Technologies to acquire Motorola Solutions' enterprise business for $3.45B,real
2089,SunTrust Will Pay $968 Million to Resolve Mortgage Probes,real
2090,Portlanders scramble over boil water order,real
2091,"""Wildlife Sanctuary Success: Endangered Animals Thrive in Protected Natural Habitat""",fake
2092,"Vaccines Saved More Than 700000 Lives, Prevented 322 Million Illnesses In  ...",real
2093,Joss Whedon apologises to South Korea for 'inconvenient' Avengers: Age of  ...,real
2094,Google says government requests for user data rose 120% over 4 years,real
2095,'Star Wars' Force for Change: Fans Can Win a Role in 'Star Wars: Episode VII',real
2096,Google profits rise but ad cost-per-click income slides,real
2097,Is Microsoft's Surface Pro 3 Tablet Right For You? It Is If You're One Of These  ...,real
2098,Will 'Veronica Mars' Change the Movie Industry?,real
2099,"""Travel Paradise: Hidden Gems for Your Next Exotic Getaway""",fake
2100,Chiquita and Fyffes to create world's biggest banana group,real
2101,Mad Men Recap: Everyone Has a Problem With Authority,real
2102,UPDATE 3-Philips spins off lighting components businesses,real
2103,Massive Snowstorm Paralyzes Eastern United States,fake
2104,Salmonella outbreak linked to Foster Farms chicken from California continues,real
2105,IRS Gives Bonuses to Staff Owing Back Taxes,fake
2106,"""France Secures Option to Acquire Stake in Alstom""",fake
2107,'Reading Rainbow' Kickstarter Gets New Ally In Seth MacFarlane,real
2108,Teen arrested for terror tweet to American Airlines,real
2109,Aereo Is a Ridiculous Company. The Supreme Court Should Shut It Down.,real
2110,Search for missing Malaysia Airlines flight MH370 shifts to new area west of  ...,real
2111,Snowden Urges Technology Companies to Adopt Better Encryption,real
2112,GM Drops Curtain on Drop-Top Chevy Corvette Z06,real
2113,Antidepressant Use During Pregnancy Increases Autism Risk,real
2114,Lord Baker visits Sunderland,real
2115,Carl Icahn Presses eBay to Sell 20% of PayPal via IPO,fake
2116,Local Municipalities Have Right to Ban Hydrofracking,real
2117,This is how Amazon bullies companies into submission,real
2118,"""Summer Travel Savings: Tips to Make the Most of Your Vacation""",fake
2119,Conan O'Brien hosts MTV Movie Awards,real
2120,"Lytro's New Illum Camera: Light-Field Photography Gets Way, Way More Serious",real
2121,Samsung Testing Android 4.4.3 KitKat Update For Galaxy S4 and Galaxy S5,real
2122,Gene therapy used to create biological pacemaker in pigs,real
2123,BOND REPORT: Treasury Yields Rise Ahead Of Auction,real
2124,"Facebook to deliver Internet via drones, satellites and lasers",real
